id,Biosample.Summary,Biosample,GROUP,SECONDARY,COLOR,category,infoline,age,sex,type,origin,perturb,lifestage,Project2,Mark,Status,Life.Stage,Age,Age.Units,Sex,Treatment,Duration,Duration.Units,Multi.donor.,Donor.IDs,collated.DONORS,Accession,Assay,Target,Project,Lab,Month.Submitted,Replication.Type,Biosample.IDS,Link
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSK,ChIP-seq,H3K27me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS360WQQ,ENCBS138XIW",/experiments/ENCSR000DSK/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSL,ChIP-seq,H3K27me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS093MVN,ENCBS824XSS",/experiments/ENCSR000DSL/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSP,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS173KZV,ENCBS395GPZ",/experiments/ENCSR000DSP/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSJ,ChIP-seq,H3K27me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS303BHK,ENCBS152EVQ",/experiments/ENCSR000DSJ/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSG,ChIP-seq,H3K36me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS360WQQ,ENCBS138XIW",/experiments/ENCSR000DSG/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSM,ChIP-seq,H3K27me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS395GPZ,ENCBS173KZV",/experiments/ENCSR000DSM/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSF,ChIP-seq,H3K36me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS152EVQ,ENCBS303BHK",/experiments/ENCSR000DSF/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSE,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS093MVN,ENCBS824XSS",/experiments/ENCSR000DSE/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000EMY,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"March, 2012",isogenic,"ENCBS532SEX,ENCBS294AAA",/experiments/ENCSR000EMY/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000EMX,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"March, 2012",unreplicated,ENCBS295AAA,/experiments/ENCSR000EMX/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSO,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"April, 2012",isogenic,"ENCBS138XIW,ENCBS360WQQ",/experiments/ENCSR000DSO/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSD,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS152EVQ,ENCBS303BHK",/experiments/ENCSR000DSD/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSI,ChIP-seq,H3K36me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS395GPZ,ENCBS173KZV",/experiments/ENCSR000DSI/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000DSH,ChIP-seq,H3K36me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2012",isogenic,"ENCBS824XSS,ENCBS093MVN",/experiments/ENCSR000DSH/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000EMW,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"March, 2012",isogenic,"ENCBS296AAA,ENCBS430FQD",/experiments/ENCSR000EMW/
BSS00169,cardiac mesoderm originated from H7-hESC,cardiac mesoderm,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MESODERM DERIV,unknown,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,unknown,,female,,NA,,No,ENCDO221AAA,ENCDO221AAA,ENCSR000EMV,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"July, 2012",unreplicated,ENCBS297AAA,/experiments/ENCSR000EMV/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR994NPK,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS806KLM,ENCBS343AKO",/experiments/ENCSR994NPK/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K9me3,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR269ULZ,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"January, 2017",isogenic,"ENCBS806KLM,ENCBS343AKO",/experiments/ENCSR269ULZ/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR864LRY,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS343AKO,ENCBS806KLM",/experiments/ENCSR864LRY/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K27ac,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR000NPF,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS806KLM,ENCBS343AKO",/experiments/ENCSR000NPF/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR652QNW,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS806KLM,ENCBS343AKO",/experiments/ENCSR652QNW/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me1,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR276OLB,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"January, 2017",isogenic,"ENCBS343AKO,ENCBS806KLM",/experiments/ENCSR276OLB/
BSS00171,cardiac muscle cell originated from RUES2,cardiac muscle cell,ES-deriv,Heart,#4178AE,Stem-like,CARDIAC MUSCLE DERIV,unknown,unknown/mixed,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,unknown,,unknown,,NA,,No,ENCDO924HBJ,ENCDO924HBJ,ENCSR842KCP,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"November, 2017",isogenic,"ENCBS806KLM,ENCBS343AKO",/experiments/ENCSR842KCP/
BSS00347,fibroblast of the aortic adventitia female,fibroblast of the aortic adventitia,Stromal,Heart,#FF720C,Primary Cell,AORTA FIBROBLAST,unknown,female,primary cell,,,unknown/mixed,ENCODE,H3K4me3,released,unknown,unknown,,female,,NA,,No,ENCDO175AAA,ENCDO175AAA,ENCSR000DQA,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS098SOQ,ENCBS403VCX",/experiments/ENCSR000DQA/
BSS00347,fibroblast of the aortic adventitia female,fibroblast of the aortic adventitia,Stromal,Heart,#FF720C,Primary Cell,AORTA FIBROBLAST,unknown,female,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,female,,NA,,No,ENCDO175AAA,ENCDO175AAA,ENCSR000EMC,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS273AAA,ENCBS408ZNY",/experiments/ENCSR000EMC/
BSS00221,CMK,CMK,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,10,male,cell line,,,child,ENCODE,DNase-seq,released,child,10,month,male,,NA,,No,ENCDO000AAH,ENCDO000AAH,ENCSR000EMN,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",unreplicated,ENCBS071ENC,/experiments/ENCSR000EMN/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K4me2,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR992YSL,ChIP-seq,H3K4me2,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS662OGM,ENCBS100ZVH",/experiments/ENCSR992YSL/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K4me1,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR460SEN,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS662OGM,ENCBS100ZVH",/experiments/ENCSR460SEN/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K9me3,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR627TNG,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS652PBR,ENCBS100ZVH",/experiments/ENCSR627TNG/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K9me2,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR463DSJ,ChIP-seq,H3K9me2,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS898JGF,ENCBS100ZVH",/experiments/ENCSR463DSJ/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K4me3,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR052WRV,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS100ZVH,ENCBS662OGM",/experiments/ENCSR052WRV/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K36me3,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR784AQY,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS662OGM,ENCBS100ZVH",/experiments/ENCSR784AQY/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H4K20me1,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR279JHU,ChIP-seq,H4K20me1,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS652PBR,ENCBS100ZVH",/experiments/ENCSR279JHU/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3F3A,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR966HBM,ChIP-seq,H3F3A,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS662OGM,ENCBS898JGF",/experiments/ENCSR966HBM/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K27ac,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR741STU,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS100ZVH,ENCBS662OGM",/experiments/ENCSR741STU/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H2AFZ,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR859FGW,ChIP-seq,H2AFZ,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS652PBR,ENCBS100ZVH",/experiments/ENCSR859FGW/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K27me3,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR350RYG,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS100ZVH,ENCBS662OGM",/experiments/ENCSR350RYG/
BSS00268,DOHH2,DOHH2,Cancer,HSC & B-cell,#000000,Other,B CELL LYMPHOMA,60,male,cell line,,,adult,ENCODE,H3K79me2,released,adult,60,year,male,,NA,,No,ENCDO352AAA,ENCDO352AAA,ENCSR623GZY,ChIP-seq,H3K79me2,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS100ZVH,ENCBS652PBR",/experiments/ENCSR623GZY/
BSS00491,HAP-1,HAP-1,Cancer,HSC & B-cell,#000000,Other,HAPLOID MYELOGENOUS LEUKEMIA,44,male,cell line,,,adult,ENCODE,DNase-seq,released,adult,44,year,male,,NA,,No,ENCDO763VKT,ENCDO763VKT,ENCSR620QNS,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",isogenic,"ENCBS217AEF,ENCBS912MMS",/experiments/ENCSR620QNS/
BSS00702,HL-60,HL-60,Cancer,HSC & B-cell,#000000,Other,ACUTE PROMYELOCYTIC LEUKEMIA,36,female,cell line,,,adult,ENCODE,H3K4me3,released,adult,36,year,female,,NA,,No,ENCDO000AAM,ENCDO000AAM,ENCSR000DUO,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS215JQI,ENCBS308XSW",/experiments/ENCSR000DUO/
BSS00702,HL-60,HL-60,Cancer,HSC & B-cell,#000000,Other,ACUTE PROMYELOCYTIC LEUKEMIA,36,female,cell line,,,adult,ENCODE,DNase-seq,released,adult,36,year,female,,NA,,No,ENCDO000AAM,ENCDO000AAM,ENCSR000ENU,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS069ENC,ENCBS482VCU",/experiments/ENCSR000ENU/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K36me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000DWB,ChIP-seq,H3K36me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS349ULG,ENCBS204NMW",/experiments/ENCSR000DWB/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000DWD,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS204NMW,ENCBS511YCF",/experiments/ENCSR000DWD/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K27me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EWB,ChIP-seq,H3K27me3,ENCODE,/labs/peggy-farnham/,"May, 2011",isogenic,ENCBS667AAA,/experiments/ENCSR000EWB/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K36me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKR,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS639AAA,ENCBS674MPN",/experiments/ENCSR000AKR/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKU,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS639AAA,ENCBS674MPN",/experiments/ENCSR000AKU/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me2,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKT,ChIP-seq,H3K4me2,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS674MPN,ENCBS639AAA",/experiments/ENCSR000AKT/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,DNase-seq,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EKS,DNase-seq,,ENCODE,/labs/gregory-crawford/,"April, 2011",unreplicated,ENCBS775AAA,/experiments/ENCSR000EKS/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me1,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKS,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS674MPN,ENCBS639AAA",/experiments/ENCSR000AKS/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,DNase-seq,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR921NMD,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"January, 2018",isogenic,"ENCBS474HJS,ENCBS001ZKL",/experiments/ENCSR921NMD/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K79me2,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000APD,ChIP-seq,H3K79me2,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS674MPN,ENCBS639AAA",/experiments/ENCSR000APD/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K27me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKQ,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS674MPN,ENCBS639AAA",/experiments/ENCSR000AKQ/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H4K20me1,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKX,ChIP-seq,H4K20me1,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS639AAA,ENCBS674MPN",/experiments/ENCSR000AKX/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H2AFZ,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000APC,ChIP-seq,H2AFZ,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS639AAA,ENCBS674MPN",/experiments/ENCSR000APC/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me1,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EWC,ChIP-seq,H3K4me1,ENCODE,/labs/peggy-farnham/,"October, 2011",isogenic,ENCBS667AAA,/experiments/ENCSR000EWC/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EWA,ChIP-seq,H3K4me3,ENCODE,/labs/peggy-farnham/,"May, 2011",isogenic,ENCBS667AAA,/experiments/ENCSR000EWA/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K9me1,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000AKW,ChIP-seq,H3K9me1,ENCODE,/labs/bradley-bernstein/,"February, 2011",unreplicated,ENCBS639AAA,/experiments/ENCSR000AKW/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR668LDD,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS980HYW,ENCBS619VEE",/experiments/ENCSR668LDD/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,H3K9me3,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000APE,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"February, 2011",isogenic,"ENCBS674MPN,ENCBS639AAA",/experiments/ENCSR000APE/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,DNase-seq,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EPC,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS039ENC,ENCBS025CUE",/experiments/ENCSR000EPC/
BSS00762,K562,K562,Cancer,HSC & B-cell,#000000,Other,MYELOGENOUS LEUKEMIA,53,female,cell line,,,adult,ENCODE 2012,DNase-seq,released,adult,53,year,female,,NA,,No,ENCDO000AAD,ENCDO000AAD,ENCSR000EOT,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2018",isogenic,"ENCBS545WKJ,ENCBS392ZOW",/experiments/ENCSR000EOT/
